,Statements,Label
879,Mashallah hamblyo hamblyo kuwi isku war illahy ha idiin kdhigo lamahn is dortya,1
880,Ambo qaadka geediga Sida awrta loo raro Heesaha gaarka ah Waxa lagu aloosaa Magac Eebaheen iyo Addin iyo af wada jira gives me chills,1
881,Jimce wanaagsan,1
882,Hambalyo Caruuska iyo Caruusada guurkiina guurnagi,1
883,Farmaajo Haha Beileh oo photoshopping lagu sameeyey Qaad diidow Beileh canshuur buu rabaa isaga oo AirPort dhextaagin jawaanadii qaadka ayaan arkay subax aan ka dhoofayey Aden Cade Qaad joojin dan uma aha Beileh,1
884,Ma fiskaa mise waa inankale,1
885,Qaadka waxyeeladiisa ma aha mid la soo koobi waxaan burbur dhaqaale iyo mid caafimaad aan ka aheyn lagama dheefo weliba kuwa iibiya ee yiraahdaa caruur baan ka biilanaa dhibaatada wey soo gaartaa waxtar la aan jaadoow adaa leh,1
886,Allaha isku barakeeyp caruuska iyo caruusada,1
887,Qaadka ku Margo war wuxuu ma ari baa Bal qof weyn oo ilaahey caqli siiyey oo caafimaad uu ku shaqeysto siiyey oo sidii xoolihii caws aan faaido laheyn cunaya oo ka qaadaya cudurrada faafa Sida hepatitis ama cagaarshow iyo stds,1
888,Haddii Diyaradaha Qaadku shaqaynayan weli wax badan lama qaban wayo wax aynu Kenya ka so dhoofsanno ogaalkay ma jiro marka Canshuurta Qaadka faya qabka dadkaa ka muhimsan,1
889,Isha biyaha ee Baydhabo janaay Soomaaliya Qurux badanaa Masha allaah Dalkeena nicmaa fadhida ee rabi nabada hormarka iyo lajaan qaadka dunida hormartay Alle ha gaarsiiyo,1
890,All Somali People HALA JOOJIYO QAADKA KA IMANAYA KENYA IYO ETHIOPIA SI LOOGA BADBAADO CORONAVIRUS KA Sign the Petition via,1
891,Lacag Gacan qabad Mudane ku Maal gali biilka Iyo damaanad qaadka waxbarasho waxa lagayaaba inaad iska ilowdo muddo ka bacdi inta Dhiiga aabahood qoyan yahay wax weyn qabo,1
892,Caawa waxaa la xaqijiyay in markii uu hadlay wasiirka cafimadka ee kenya uu ku soo daray in qaadka la buufin doono si aanay gaadhin somalia isagoo hadalkisa sii wata ayuu shegay inan wax dhiba aanay kala kulmayn somalid caabuqa loo yaqaa corona virus stop chewing mira chat,1
893,Soomaliyey samilayaasha Siyaasada masun lagu asqoobaa ma sixir iyo dhaqan doorintiiba ma dubaay ushaqee iyo qaadka keenya soo fasxaba sarbeebteyda mutaxan iyo guntanaha su aalaha iisaafa somaliweyney kala saara sax iyo khalad waa maxay saamileyda siyasada,1
894,War maxaad kahadlaysaa ma Qaadka ayaad difaacaysaa Make your point clear,1
895,Somalia ayaa iyada oo daliishanaysa caabuqa corona oo ay Kenya lafteedu shir caalami ah baajisay waxay haysataa fursad wayn oo waaqici ah oo ay Kenya wax ku tusi karto sidaa darteed dad badan oo Soomaaliyeed ayaa DF usoo jeediyay inay hakiso Qaadka ilaa amar dambe,1
896,Karona Somalia Ka hortagga cudurka Carona si xilkasnimo iyo isxilqaan leh aynu ugu istaagno Diyaaradaha haddii la joojiyey dadka xuduudaheena dhulka isaga gudba ayaa ka badan kuwa diyaaradaha la socda ee dadka amp qaadka soo gudbaya hala joojiyo,1
897,Congratulations runtii waxaa meesha kabaxay tarkoorka inakstoo walab waxa sharci ah unsanitary aheen hadan dadka qaar ayaa caado ka dhigaty manaty waxaa muuqata ina faraxiy io mubaarka tusaale imada unoqdeen Congratulations Barkhad Jaamac Batuun,1
898,Marti qaadka la diiday waa marti qaadka Siyaasadeed Ma ahaan marti qaadkii Dhaqanka Soomaaliyeed,1
899,Soomaaliya oo dhaqaale badan baaqday ka dib markii la waayay caleentii qaadka E mail csomalian com,1
900,Guddiga arimaha bulshada barlamaanka Soomaaliya oo ku baaqay in si degeg ah loo joojiyo Qaadka,1
901,Hargeis Is Federal,1
902,Warbixino Caafimaad oo welwel xambaarsan ayaa caddeynaayaa inta badan Ciidamada Dowladda Federaalka qeybaheeda kala duwan ay aad ugu badanayaan Kooxaha qabatimay ama jilcay noocyada Maandooriyayaasha Alcohol ka Taabu iyo Qaadka iyadoo Dowladda,1
903,Hahahahhah wawareey qayli dhaan ayaa bilawatey adher qoriga haidibin qaadka habashada iidib,1
904,That is true xaqa alle ha nafahamsiiyo dhamaan,1
905,Maamulka Degmada Cadaado ayaa soo saaray amaro cusub oo looga hortagaayo cudurka Covid19 1 In la joojiyo qaadka qofkii lagu arkana sharciga lala tiigsan doono 2 In la xiro masaajida 3 In la xiro maqaayadaha Iyo goobaha la is kugu yimaado CadaadoCovid19 Cadaado,1
906,Gobonimo,1
907,M,1
908,Waxaan bogaadinayaa gubidda lagubay geedka dhibta badan ee qaadka kaasoo inagala dagaalamay dhinac walba oo nolosheena ka mid ah inayn horumar kasamayno Haday tahay dhinaca cobaadada dhaqaalaha ilaalinta iyo wakhtigaba,1
909,Hambalyo lamaane,1
910,lulu Jaalle Siyaad Eebe janadii ha geeyee wuxuu ahaa Madaxwaynihii ugu qiima badnaa ay Soomaali yeelato Runtii wuxuu ahaa nin kawada miisaan culus Soomaali oo dhan Allow naxariiso adoonkaaga aan is dhiibin siduu soomaali daafacayey Hoos waa xeerkii L 2 ee lagu mamnucay Qaadka,1
911,Jacilku qabil male dhaqma oo dhisma qoyskaas,1
912,Masha Allah Hambalyo Alaha Barakeeyo Rerka Hayb Sooca Waa Dhaqan Xun Oo Islaanimada iyo Sharafka Umadnima Waxyeelaynaya Kudayasho Mudan,1
913,Hambalyo Hambalyo Hambalyo,1
914,Wax qalad ah kuma aadan laheyn in aad kala garan weysay ninka ragga ah iyo Dhurwaaga kuu soo xirtay Shaarka iyo Surweelka lehna muuqaalka codka xirfadda iyo ballan qaadka ragga oo kale FG GabaR ilaali Diinta amp Dhaqanka Gurikaaga Ku balanso Shukaansadaha W Q NuNe Ali Hassan,1
915,Mansha allah barakooba ud83d ud83d,1
916,Muhim Dagan reerka kama so horjedo wllo ha iga deg degin talo cafimaad weeye nutrion ahaan,1
917,Wararkii ugu Danbeeyey Arinta Qaadka Kenya Doorashada Madaxwayne Xasan S via,1
918,Cxakin Caanodiid Omar wlhy iyo nabiga maxamedkaa csw waa mushkilad caadiya,1
919,Erayadiisa waxaa ka mid ahaa Qalanjada ama qaadka free,1
920,All Somali People HALA JOOJIYO QAADKA KA IMANAYA KENYA IYO ETHIOPIA SI LOOGA BADBAADO CORONAVIRUS KA Sign the Petition via,1
921,Farmaajo Fikirkaaga saliimka ah iyo kan Madaxweyn Maxamed Abdulaahi Maxamed Farmaajo uu gaaray 8n dalka looga celiyo qaadka Kenya waa wax aanu aad ugu baahanahay hadii aanu nahay shacabka Somaliyeed,1
922,Masha alaah ilahay baysu kiin barakeeyo,1
923,Shimbirkii Dad Qaadka Ahaa Oo Soo Gaadhay Salaxlay Weerarna U Gaystay Gabadh 7 Jir Ah via NEWS,1
924,Cali laf jabay hada halo duceyo ud83d ude05,1
925,Zax u2611 ufe0f,1
926,Waxaa isoo gaartay xog sheegaysa ineey AMSOM kamid tahay xoogaga sida dadban ugu ollolaynaya kuna Taageersan Kenya in la fasaxo diyaaradaha Qaadka Why Waa maxay Danta ay kaleeyihiin Waa maxay faaiidada ugu jirta,1
927,Ina Cabdulle Xasan waxa uu ahaa nin dad badan laayey xoolahoodiina dhacay Haddeerna kuwii kaba qaadka ahaa ee biliqada la qaybsan jirey uun baa xusaya,1
928,5 Ma jirto aafo ka weyn Qaadka oo Soomaalida Soo martay People are behaving like crack Heads,1
929,Jimco Juun 10 2022 HOL Dowladda Kenya ayaa sheegtay in madaxweynaha cusub ee Soomaaliya Xasan Maxamuud uu aqbalay in la qaado xayiraadda saaran Qaadka Miirwoga ee laga keeno Kenya,1
930,Farmaajo Muqdisho Muran xoogan ayaa ka taagan Qaadka Kenya oo loo xidhay Wasiir Abdillahi Mohamed Nuur iyo Raysalwasarihiisi Rooble Labada masuul ayaa loo xidhay keenista Jaadka Miirooga deegaanada Galmudug Hirshabeele iyo Muqdisho Muranka ayaa dhexeeya ganacsato hore iyo tan cusub,1
931,Maanshaa allaah hambalyo hambalyo Barakalaahu,1
932,Maxa hoyada somaliyed logu ogalada inay suqa kugado qudarta hilbka canaha qaadka iyo wxybo kalo badan waliba ayado fadhida mel dayacan o qabow iyo qoraxba leh lkn logu diida inay kaqayb qadato siysada iyo arimaha bulshda ayado kushqynysa xafis qabow iyo mel qurux bdan By Dahran,1
933,Masha allh family qurx badan landher nimadu waa naftada ood kukalsontay waan idin wadana hanbalyo,1
934,Waxad dagalantoba wad ka dhabaysay xildhipan Hambalyo ayan lenahay,1
935,Mashalaaaaah hambalyoo ilahay haisku barakeeyoo ,1
936,Congratulations,1
937,Waar wiilka dad badani uma aqoon inuu inaderrka yahay e maxaad uso qarxisay imika hawl kale galisay salaan laynine,1
938,Farmaajo Qaad diidow inta aad fahamtay haddi lagula fahmi lahaa dalkena wuxu kamid noqon lahaa dowladaha horumaray Qaadka si aan idinkiga qadano waa inad subag iyo malab naga qaadatan Waxay kadhigan tahay ruux yeranaya suntii uu kudhiman lahaa cadowgisana dawadisa siinaya Somalia,1
939,Waxaasad niyada ku dhisaneysa day mopilka iphonka ka culus,1
940,Mideeda kale Kenya waxaan ognahay in ay tahay dalka ugu xad gudubka badan madax banaanideena dhuleede maxaa heshiiska loogu qeyb dhigi waayey Kenya ujeedkeedii ugu muhiimsanaa wey gaartay oo waxa uu ahaa in suuqeedii qaadka ee Somaliya dib loogu furo anagu maxaan fa iidnay,1
941,Iphone kan sitaa ma kii farxiya nMalaa kii farxiya sawirkaa lagu qaaday ee way iibisay Lolz,1
942,Hadii qaadka la joojiyo coos cuno yasha mxaa uqorsheysan ila mudadaas fiicnaan laheyda wadankena soomaliya in qaadka odhan laga mabnuuco rag badan oo caruurtoda lo koriyo aya korsan lahayen I believe wlhi,1
943,Billadan uu sheegayo ee layiri soo salama odayga dumarkan waarloos qaybta nadaafada hotelka uu daganyahay kashaqeeyaan qaarna waa dumar qaadwade ah oo ilaalada hotelku qaadka kasoo qaadato kuwa kalena waa dumar layiri kaalay aan soosalaane musharax Dani zanzibari rabey inay Arjan,1
944,War ninka soo badbaadiya hadaad tolnimo leedihiin ud83d ude06 ud83e udd23 ud83d ude02 salaantiina maheee naf sii go aysoo salaa loogu tagyo waa kow,1
945,Waxay lahayd laafyo qurxoon luqun dheer oo misana leh cabaaryo aad qurux sareeya afku liill madoow iyo Ilko cadaan dhashey suniyo la moodaayo qaanso roobaad madoow iyo sann qaroorka iyo indho bacool waaweyn ku haboon eegmadda jaleecada la hantisiiyey xaragadiyo hub qaadka,1
946,Qaadka dhaaf 7jirkiisi ayuu bilaabay cunidda Qaadka ma sahlaneyn inuu iska dhaafo Curadkiisi ayaa maalin ku yiri aabe waxaan aad kaligaa iska cuneysid hadii ay macaan yihiin wax naga sii Maalinta wixii kudanbeyay muusan cunin hadda waa 61jir kabir ka ah dugsi quraan,1
947,bank Aad ayaan udhiiro gelinayaa shaqada wacan ee ummada uhayo bank hadii ALAAH idmo Hooyooyin badan ayaa ka maarmi doona ganacsiga Qaadka Guuleysta,1
948,Waa arin wanaagsan laakin maalintii taladu ku haboonayd ee ka hortaga ay lahayd waad ka seexatay inaad dedaal gasho in diyaarada iyo qaadka la joojoyo fursad dahabiya ayaa halkaa kaaga luntay Biixi awalba wanaag lagama filanayn ee adigaa lagu tuhmayay,1
949,Daawo Xasan Sheekh oo looga digay qorshaha qaadka Kenya loogu xirayo dad gaar ah,1
950,Go aanka Soomaaliya gaartay ee ku saabsan qaadka waa mid aad muhiim ah ahna billow fiican Kan Kenya ay gaartayna iyagaa xor ah haddii ay dan arkaan inaysan diyaaradahoodu tegin Waxaa muhiim ah inaan fahanno waxa la isku hayo oo ah Maandooriye ma rabno amp waa rabeysaa,1
951,Ahmed Kobyar nRerkan iyagaPa midgaanimada isku cadeynaayo bee ud83d ude02 ud83d ude02,1
952,1 saac ka hor maanad jimcaysanayn mise post masaajidkaad kusoo dhex qortay ud83d ude05,1
953,Islaantii qaadka kugu lahayd horta deenta ma iska siisay mudane,1
954,La Talaabso Cidii U Qalanto La Jaan Qaadka Noloshada Kana Maran Cidii Garan Waydo Qiimahaga Hora Loo soconayaa,1
955,Waa mashaa allah wll soomalinimo naga badan no waxkle rerka allh ha brakeeyo amiin ana xitaa diyaarbaa ahyd inaan waxkabdalo dhaqanka xun ee dadkii naga horeyey keenen gabartada isii runtii waa iga daacad mhdsnid wll,1
956,Qaadka waxaa jira farriin ka daran oo laga hayo,1
957,M a ilahey ha isku barakeeyo,1
958,Dawlada Federalka Somaliya inay qaadka Kenya amp duulimaadyada CAALAMIGA inay joojiso sida arakta iyado looga hortagayo Covid 19 Somalia,1
959,R Wasaarihii hore ee Uk may xiligii ay ahayd Wasiirka arimaha gudaha 2014 kowdii bishii Ramadaan ayeey Qaadka joojisay Wayna mahadsan tahay Madaxweyne Farmaajo Qaadka makoojin doonaa bisha barakaysan Ramadaan 2020 Aloow Xaqa Tus Madaxweynaheena,1
960,Khalid A Saeed ma moodaa inad ka yar thy cajuus,1
961,Kkkkkkk nQosol kii aduun ka nAduunkan aynu joogno imin ka wax kastaa waa macquul nIllaahay khayrka hannagu sugo Aamiin,1
962,Daawo Qaadlayaasha Somaliland Oo War Cusub Ka Soo Saaray Joojinta Qaadka,1
963,Barkhadow ada ku ficna farhiya fiska waisku nuureysan ud83d udc95 ud83d ude4f ud83d udc95,1
964,Mansha alla,1
965,Hadi qaadka laga joojiyo somalia walahay waa hubaal in lacag la idiin soo diri karo walaalo Balse hadi aan la joojin qaadka qof dhiig baxaya wax ma dhaamaan local somalis,1
966,Alle haysku barakeeyo,1
967,masha allah hambalyo,1
968,Ka ganacsiga Qaadka Ethiopia iyo kenya saamayn intee le eg ayuu ku leeyahay siyaasada arimaha dabada Somalia,1
969,Nio takoor majire adaa laga bartey markaste takoor aya ka hadashay dadku wa mide dhagaha hanaga wasakhayn,1
970,Marka hore show some respect to ur former president tan labaad qaadka Ethiopia limited bu aha waxaana isdhaafsaneynay kalunka Trade barlamankana wu ansixiyey Finally qaadka kenya maxan ka heleena aan ka eheen damjadid oon wadankoda Visa ku gal baahneen HSM100DaysFailure,1
971,Masha allaah,1
972,Hadalka Soomaalidu khaladka ka fahantay Qaadka aafo ka xumi ma jirto Miyaad aragtay wadaad ka hadlaya Waa fulayaal,1
973,Qalanjada Reer Cabdi Kamas indho dheeridaa gudoomiso,1
974,Mudaharaad looga soo horjeedo Qaadka oo kadhacay magaalada Garowe Ban Khat 4 better Tomorrow Farmaajo,1
975,Congratulations ud83c udf89 ud83c udf88 ud83c udf8a,1
976,Mansha Allah hambalyo,1
977,Markaan ahaa dugsiga hoose waxan ku dhigtay gabayo Abshir bacadle iyo yamyam oo ka hadlayeey arimaha bulshada sida qaadka amaanta dumarka arimaha marka kala guursanayo gabayo noocas miyeeyna gobolada konfurta ahayn sidaad adigu rabto,1
978,Hadii ad somalia hormar la jeceshahy wll shere garey si usan nogu so laban qaadka lacagtenana ubadbaado an wadankeena ku dhisano,1
979,Balan qaadka hada ah waxaa la yiraahdaa igu sawir Waxba lagama soo qaado xataa hadii uu run yahay,1
980,Ilaahay balankaas ayuu qaaday Nabi Muuse Hooyadii Waxa fiirsasho mudan qaabka Balan qaadka Ilaahay yimid Ilaahay wuxu is raaciyay Fal iyo Fal celin aan sida caadiga ah is daba galin Falku Waa Ilmaha marka aad baqato,1
981,ayaa sheegay mudadii Qaadka Hareeriga uu kasoo bilowday dhinaca Ethiopia islamarkaana uu istaagay Qaadka Miiroowga ee Kenya ka imaan jiray in ay fududaatay in Qamriga si fudud kusoo galo Puntland,1
982,Ka xishood xildhabaan barkhad batuun Aarka togdheerow wa siyaasi bulsho hogaamin kara,1
983,Hambalyo,1
984,Jooji qabyaalada xil,1
985,Ganacsatada Qaadka Kenya oo dalbaday in suuqyo cusub loo raadiyo Qaadka iyagoo ka quustay Soomaaliya,1
986,Farmaajo riyadiisii rumawday maku darsadey in Somalia suuq looga heley Qaadka Hareere ee ETHIOPIA iyo brotherkiisa,1
987,Shicibka Somaliland yeyna iscoleysan oo ushii biyaha la isaga eegayey noqon waad aragtaan wada qosolka iyo gacan qaadka ka dhacay waa Pres oo sanad io badh loogu biirshey iyo mucaaradka oo ku faraxsan 1 5 sanad loo biirshey Circuler il ya rien voir Somaliland,1
988,MEELA BADAN OO SOOMAALIYA KA MID AH WAXAA DIB LOO FASAXAY KA GANACSIGA QAADKA SIIBA PUNTLAND IYO SOMALILAND Malla dhihi karaa qaadku waa dowlad gaar ah oo aan la xakamayn karin Xukunno la riday Gaadiid lala wareegay dad la xirxiray intuba ma 0 eber ka soo qaad baa,1
989,War deg deg ah Muqdisho oo marduufka Qaadka uu ka joogo 300 USD iyo Madaxda Dowlada Markay iibsanayaan Wadooyinka Ciidamo ku xirto via com Latest news from around the world,1
990,Barre Qaadka ha joojiyo haduu ilaahay Janno ka doonayo,1
991,hambalyo,1
992,Ina adeero ololaha aad wado haddii aad rabto in uu miro dhalo si dhab ah ugudo gal wacyi galin dhab ah samee barnaamijyo joogta ah samee dadka qaadka cuna lakulan oo wax usheeg waxa boorka ka jaf adigoo Lodan jooga video aad duubtey qadku jogsanmayo,1
993,Ciidamada Soomaaliya Ee Dhalinta Yar Ee Tababarada Qaaliga Ah Soo Qaatay Iska Jira Cunista Qaadka Dalkiinana U Naxa Haday Dhacdo Inaad Qaad Cuntaan Waa La Inku Qasaaray Dalkaana Faruhuu Ka Bixi Oo Balaaya Aan La aqoon Oogaala U Badan Baa Qabsan Allow Somali Badbadi Aamin,1
994,COVID 19 oo hakad galiyay kadib waxa soo laabtay isgacan qaadka kala iibsiga xoolaha nool ee Saylada Burco,1
995,1 1Madaxweynaha Oromada ayaa ku dhawaaqay in uu kordhinayo wax soo saarka qaadka si looga helo lacago badan Afar suuq oo casri ah oo qaadka lagu iibiyo ayaa laga dhisi doonaa magaalooyinka Diridhabe Awadaay Baddeesa iyo Addis Ababa,1
996,Markay wax kale ku eryanayan midgaana wad isku soo dhisaysaa ud83d ude02,1
997,Hambalyo qoyska cusub nAdigaa uga horeeyey Xildhiban gidaarkii dumiyey,1
998,Hambalyo allh haysku barakeeyo aamin,1
999,Hampalyo,1
1000,Asc Maan shaa allaah noolaada walaaladay iyo dumaashiday cunsuriyadu hadhacao,1
1001,Dabeecad,2
1002,Roob,2
1003,Cadceed,2
1004,Badda,2
1005,Buug,2
1006,Qalin,2
1007,Kursi,2
1008,Miis,2
1009,Guri,2
1010,Gaari,2
1011,Dhul,2
1012,Geed,2
1013,Xiddig,2
1014,Dayax,2
1015,Saxansaxo,2
1016,Cunto,2
1017,Biyo,2
1018,Shaah,2
1019,Bun,2
1020,Dugsi,2
1021,Arday,2
1022,Macallin,2
1023,Suuq,2
1024,Lacag,2
1025,Telefoon,2
1026,Kombiyuutar,2
1027,Sawir,2
1028,Muusig,2
1029,Hees,2
1030,Raashin,2
1031,Dabeecad,2
1032,Roob,2
1033,Cadceed,2
1034,Badda,2
1035,Buug,2
1036,Qalin,2
1037,Kursi,2
1038,Miis,2
1039,Guri,2
1040,Gaari,2
1041,Dhul,2
1042,Geed,2
1043,Xiddig,2
1044,Dayax,2
1045,Saxansaxo,2
1046,Cunto,2
1047,Biyo,2
1048,Shaah,2
1049,Bun,2
1050,Dugsi,2
1051,Arday,2
1052,Macallin,2
1053,Suuq,2
1054,Lacag,2
1055,Telefoon,2
1056,Kombiyuutar,2
1057,Sawir,2
1058,Muusig,2
1059,Hees,2
1060,Raashin,2
1061,Dabeecad,2
1062,Roob,2
1063,Cadceed,2
1064,Badda,2
1065,Buug,2
1066,Qalin,2
1067,Kursi,2
1068,Miis,2
1069,Guri,2
1070,Gaari,2
1071,Dhul,2
1072,Geed,2
1073,Xiddig,2
1074,Dayax,2
1075,Saxansaxo,2
1076,Cunto,2
1077,Biyo,2
1078,Shaah,2
1079,Bun,2
1080,Dugsi,2
1081,Arday,2
1082,Macallin,2
1083,Suuq,2
1084,Lacag,2
1085,Telefoon,2
1086,Kombiyuutar,2
1087,Sawir,2
1088,Muusig,2
1089,Hees,2
1090,Raashin,2
1091,Dabeecad,2
1092,Roob,2
1093,Cadceed,2
1094,Badda,2
1095,Buug,2
1096,Qalin,2
1097,Kursi,2
1098,Miis,2
1099,Guri,2
1100,Gaari,2
1101,Dhul,2
1102,Geed,2
1103,Xiddig,2
1104,Dayax,2
1105,Saxansaxo,2
1106,Cunto,2
1107,Biyo,2
1108,Shaah,2
1109,Bun,2
1110,Dugsi,2
1111,Arday,2
1112,Macallin,2
1113,Suuq,2
1114,Lacag,2
1115,Telefoon,2
1116,Kombiyuutar,2
1117,Sawir,2
1118,Muusig,2
1119,Hees,2
1120,Raashin,2
1121,Dabeecad,2
1122,Roob,2
1123,Cadceed,2
1124,Badda,2
1125,Buug,2
1126,Qalin,2
1127,Kursi,2
1128,Miis,2
1129,Guri,2
1130,Gaari,2
1131,Dhul,2
1132,Geed,2
1133,Xiddig,2
1134,Dayax,2
1135,Saxansaxo,2
1136,Cunto,2
1137,Biyo,2
1138,Shaah,2
1139,Bun,2
1140,Dugsi,2
1141,Arday,2
1142,Macallin,2
1143,Suuq,2
1144,Lacag,2
1145,Telefoon,2
1146,Kombiyuutar,2
1147,Sawir,2
1148,Muusig,2
1149,Hees,2
1150,Raashin,2
1151,Dabeecad,2
1152,Roob,2
1153,Cadceed,2
1154,Badda,2
1155,Buug,2
1156,Qalin,2
1157,Kursi,2
1158,Miis,2
1159,Guri,2
1160,Gaari,2
1161,Dhul,2
1162,Geed,2
1163,Xiddig,2
1164,Dayax,2
1165,Saxansaxo,2
1166,Cunto,2
1167,Biyo,2
1168,Shaah,2
1169,Bun,2
1170,Dugsi,2
1171,Arday,2
1172,Macallin,2
1173,Suuq,2
1174,Lacag,2
1175,Telefoon,2
1176,Kombiyuutar,2
1177,Sawir,2
1178,Muusig,2
1179,Hees,2
1180,Raashin,2
1181,Dabeecad,2
1182,Roob,2
1183,Cadceed,2
1184,Badda,2
1185,Buug,2
1186,Qalin,2
1187,Kursi,2
1188,Miis,2
1189,Guri,2
1190,Gaari,2
1191,Dhul,2
1192,Geed,2
1193,Xiddig,2
1194,Dayax,2
1195,Saxansaxo,2
1196,Cunto,2
1197,Biyo,2
1198,Shaah,2
1199,Bun,2
1200,Dugsi,2
1201,Arday,2
1202,Macallin,2
1203,Suuq,2
1204,Lacag,2
1205,Telefoon,2
1206,Kombiyuutar,2
1207,Sawir,2
1208,Muusig,2
1209,Hees,2
1210,Raashin,2
1211,Dabeecad,2
1212,Roob,2
1213,Cadceed,2
1214,Badda,2
1215,Buug,2
1216,Qalin,2
1217,Kursi,2
1218,Miis,2
1219,Guri,2
1220,Gaari,2
1221,Dhul,2
1222,Geed,2
1223,Xiddig,2
1224,Dayax,2
1225,Saxansaxo,2
1226,Cunto,2
1227,Biyo,2
1228,Shaah,2
1229,Bun,2
1230,Dugsi,2
1231,Arday,2
1232,Macallin,2
1233,Suuq,2
1234,Lacag,2
1235,Telefoon,2
1236,Kombiyuutar,2
1237,Sawir,2
1238,Muusig,2
1239,Hees,2
1240,Raashin,2
1241,Dabeecad,2
1242,Roob,2
1243,Cadceed,2
1244,Badda,2
1245,Buug,2
1246,Qalin,2
1247,Kursi,2
1248,Miis,2
1249,Guri,2
1250,Gaari,2
1251,Dhul,2
1252,Geed,2
1253,Xiddig,2
1254,Dayax,2
1255,Saxansaxo,2
1256,Cunto,2
1257,Biyo,2
1258,Shaah,2
1259,Bun,2
1260,Dugsi,2
1261,Arday,2
1262,Macallin,2
1263,Suuq,2
1264,Lacag,2
1265,Telefoon,2
1266,Kombiyuutar,2
1267,Sawir,2
1268,Muusig,2
1269,Hees,2
1270,Raashin,2
1271,Dabeecad,2
1272,Roob,2
1273,Cadceed,2
1274,Badda,2
1275,Buug,2
1276,Qalin,2
1277,Kursi,2
1278,Miis,2
1279,Guri,2
1280,Gaari,2
1281,Dhul,2
1282,Geed,2
1283,Xiddig,2
1284,Dayax,2
1285,Saxansaxo,2
1286,Cunto,2
1287,Biyo,2
1288,Shaah,2
1289,Bun,2
1290,Dugsi,2
1291,Arday,2
1292,Macallin,2
1293,Suuq,2
1294,Lacag,2
1295,Telefoon,2
1296,Kombiyuutar,2
1297,Sawir,2
1298,Muusig,2
1299,Hees,2
1300,Raashin,2
1301,Cadceed,2
1302,Grid,2
1303,Nolol,2
1304,Dhaqan,2
1305,Ubax,2
1306,Toddobaad,2
1307,Java,2
1308,Caalami,2
1309,User,2
1310,Exception,2
1311,Manifest,2
1312,Object,2
1313,Dabayl,2
1314,Xeer,2
1315,Edeb,2
1316,Waddan,2
1317,Unicode,2
1318,Workflow,2
1319,Hash,2
1320,Iteration,2
1321,Query language,2
1322,Bunka,2
1323,Heap,2
1324,Link,2
1325,Baabuur,2
1326,Qalinka,2
1327,Ood,2
1328,Virtual,2
1329,Qorsho,2
1330,Module,2
1331,Y-coordinate,2
1332,Guul,2
1333,Milix,2
1334,Rikoor,2
1335,Abaabul,2
1336,File,2
1337,Loop,2
1338,Variable,2
1339,Web,2
1340,Silsilad,2
1341,Query,2
1342,Cache,2
1343,Dhul,2
1344,Daahfurnaan,2
1345,Yarn,2
1346,XML,2
1347,Job,2
1348,Barnaamij,2
1349,Operator,2
1350,Z-index,2
1351,Caano,2
1352,Kobci,2
1353,Queryset,2
1354,Webi,2
1355,Virus,2
1356,Sannad,2
1357,Router,2
1358,Hoy,2
1359,Instance,2
1360,Element,2
1361,Kiosk,2
1362,Caado,2
1363,Basal,2
1364,Ukun,2
1365,Liin,2
1366,Subag,2
1367,Nabad,2
1368,Maamul,2
1369,Wadaag,2
1370,Baraf,2
1371,Roob,2
1372,Schema,2
1373,Saacad,2
1374,Sokor,2
1375,Panorama,2
1376,Table,2
1377,Widget,2
1378,X-axis,2
1379,Film,2
1380,Graph,2
1381,Luqad,2
1382,Geed,2
1383,Plan,2
1384,Xisaab,2
1385,XSLT,2
1386,Isgaarsiin,2
1387,Aadami,2
1388,Moos,2
1389,Protocol,2
1390,YAML,2
1391,Daqiiqad,2
1392,Memory,2
1393,Xpath,2
1394,Tuple,2
1395,Domain,2
1396,Farxad,2
1397,Kalluun,2
1398,Ganacsade,2
1399,Database,2
1400,Keyframe,2
1401,Yurub,2
1402,Hanti,2
1403,Idaacadda,2
1404,Overflow,2
1405,Mugdi,2
1406,Zoom,2
1407,Gateway,2
1408,Hostname,2
1409,Eray,2
1410,Class,2
1411,Thread,2
1412,Library,2
1413,Graphql,2
1414,Fanka,2
1415,Directive,2
1416,Xiddig,2
1417,Baradho,2
1418,Qalin,2
1419,Macaan,2
1420,Buug,2
1421,Meesha,2
1422,Algorithm,2
1423,Queue,2
1424,Tababar,2
1425,Luul,2
1426,Udgoon,2
1427,Aqoon,2
1428,Jir,2
1429,Shaqo,2
1430,Tartan,2
1431,Node,2
1432,Pointer,2
1433,Eco,2
1434,Jaamacad,2
1435,Stack,2
1436,URL,2
1437,Assembly,2
1438,Zoo,2
1439,Replication,2
1440,Adapter,2
1441,Method,2
1442,Shaah,2
1443,Workspace,2
1444,Encryption,2
1445,Package,2
1446,Laydh,2
1447,Interface,2
1448,Vector,2
1449,Port,2
1450,Yield,2
1451,Egal,2
1452,Wacyi,2
1453,Badda,2
1454,Tufaax,2
1455,JSON,2
1456,Iftiin,2
1457,Isticmaal,2
1458,Kaar,2
1459,Baaris,2
1460,Ogow,2
1461,Biyo,2
1462,Naqshad,2
1463,Jilaaga,2
1464,Olole,2
1465,Normalization,2
1466,Aalad,2
1467,Rug,2
1468,Fasal,2
1469,Maalin,2
1470,Relation,2
1471,Caafimaad,2
1472,Hidaha,2
1473,Qadarin,2
