author,date,Comment,like_count,reply_count,comment_length
@Cadar49,2024-04-09T18:10:22Z,Libaan waa in lasoo qabtaa asgaa ugu danbi weeyn waana in la la dilaa ilahoow kashif liibaan oo aduun iyo aaqiro cadaab Amin Yaarabi,96,15,132
@faizaahmed5729,2024-04-09T23:06:02Z,Ameen,2,0,5
@ubxmohamed1570,2024-04-10T00:36:42Z,Wllhi isku fakir a nahay sababto ah asaba abaabulay abukar alle ha. unaxaristo isku xaafad Ana haen wllhi wa kanaxay wana qiiroday😢😢😢😢,3,0,134
@MaxamedKhadar-qe2ey,2024-04-10T01:05:56Z,Libaan hala dilo maa dhiihin ee lacag ka dhaaca biis buu dhahay,0,0,63
@ahmedcabdirisaaq2402,2024-04-10T01:24:14Z,"​@@MaxamedKhadar-qe2eysowkan qoone sheegaya ee le liibaan iyo qoslaaye dilka horay ugu tashadeen sida Qoslaaye iishegay mar dambe buuba yidhiye lacag iyo lacag la,aan in la diley ku heshiiyeen buu yiri",3,0,201
@MaxamedKhadar-qe2ey,2024-04-10T02:26:58Z,​@@ahmedcabdirisaaq2402 waar gacanta halaga aman heelo,0,0,54
@mustafeabdi8483,2024-04-09T18:10:07Z,Qamri & Qamaar baa isku Raacay then waa Qasab in u Dil Yimaado,0,0,62
@mofarah8758,2024-04-09T18:09:42Z,"They are projected by their Elders. 
This is the only language they understand.",1,0,79
@FeysalNice,2024-04-09T18:08:19Z,Kuligooda waa ciyaalkii xaaran ta lagu soo.koriyay xamar intii kuwaan joogan Dil..kama dhamaa naayo😡😡 waxii kale an la. Ogeen kasii badan dameerta,0,0,146
@AbdiQafar-kw4pg,2024-04-09T18:08:09Z,Hooyadiin wasaa 😢😢,1,0,18
@bongasasa3895,2024-04-09T18:07:02Z,Umadaan Aqiro maloga shekeynin? They kill with impunity daily maxeey umoden in uu Illahay ka qaleynaayo?,1,0,104
@abuukaraxmedabuukar7108,2024-04-09T18:04:38Z,Abgaal xukunkuu lasoodegdego hadaad aragtid waa hg😅😅😅,0,1,53
@boosteeyorooble5287,2024-04-10T02:54:10Z,"Hg, waa musiibo habaarqabayaal ah, ummadda Soomaaliyeed la harray, meel ay degan yihiin oo xasiloon arkimaysid; Xamar-na maalinkay soo degeen bay nasiib beeshay 😢",0,0,162
@abshirohussein8406,2024-04-09T18:03:59Z,Caqliga beela intaas oo qof dulmi bay isku raceen,1,0,49
@sharmarkeahmed2864,2024-04-09T18:03:52Z,Waa ciyaalkii isbaarada iyo bililiqada lugu soo goriyey waa musrimiin,1,0,69
@abdirizakali3506,2024-04-09T18:03:38Z,"Barnamijkan waxa kaso baxay, dowlada dagalkey kuwato shababka waxa ka muhimsan midka ey ubahanyihin lamaha amanka dhexdoda in laku sameyo!!",0,0,139
@abdifitahabdikadir2551,2024-04-09T18:03:28Z,Iimaanka alle idin ka qaad  dawlada waxaan ka codsanayaa in ay dadajiyaan toogashada arxan laawayaashaan.,10,4,105
@milderwritings1539,2024-04-09T20:45:03Z,Dowlada aad u gafayso wa ayada cida so qabatay ee ku sheegeyso in dadkan flkan gaysten ee caadifada iyo jamcinta dadka iska da jaahilow,0,0,135
@omarismail1123,2024-04-09T23:12:35Z,"​@@milderwritings1539walal ma aadan fahmin dowlada uma gafin e wuxu dhahay ""dowlada waxan ka codsanaya in ay dadajiyaan toogashada"" sida u fahan. Wa mahadsantahay",0,0,162
@xasnofiiqow5479,2024-04-09T23:35:41Z,"5⁷
 R😊😊⅚⁵​@@milderwritings1539",0,0,30
@Cadar49,2024-04-10T10:47:39Z,@@milderwritings1539 dowlada uma gafin ee nimanka ayuu ka wadaa imaanka ala idiinka qaad waa tuugada ee maaha dowlada codsiga dadajinta in la dilo nimanka buu dowlada weeydiista,0,0,177
@abuu1,2024-04-09T18:03:15Z,Waa ceelka dadka ku dili jiray umalenaa 😢😢😢 ina adeerkey qoslaaye wan ka xumahay inu sidaas ahaa allaha ig badbaadiyay😢😢 lkn qooni dhiiqo lugaha ugliyay,6,1,152
@Cadar49,2024-04-10T10:43:59Z,Shaqsiyan maad u taqaanay? subxanalaah wiilasha dhan ma Saleebaan baa?,0,0,70
@abuukaraxmedabuukar7108,2024-04-09T18:02:55Z,"Hhh  hg dishey abgaal 
Abgaal xukumey hg
Waakan
Lkn abgaal  diley macalin baadi cade ah
Abgaal abgaal fakiyey Kuna hayo jowhar😅😅😅",0,1,129
@khadarsaalim8903,2024-04-09T23:44:52Z,Abgaal hadan nahay diinta Islam ka ku dhaqana kunaso barbaarnay,0,0,63
@AM-jd2fq,2024-04-09T18:02:44Z,Ilaahoow imaanka nagusug,5,0,24
@ahmedsheikhamud5809,2024-04-09T18:02:00Z,MA WAXA AAN FARAHA LAGU HAYN AYAABA NINKI DHAMAA LOO DILAY,0,0,58
@AM-jd2fq,2024-04-09T18:01:59Z,Bal hada maxaad fa’iideen ceeb aduun iyo walidkiin oo  aad qalbiga xanuujeseen san in aad ku danbeeysaan ma idiin korineeyn  walidkiin Subxaana Allah,15,2,149
@beerkaaicadaaday2057,2024-04-10T02:25:13Z,"Waalidkood waa ex mooryaan, kuwaana waa mooryaanta hadda soo kacday.",0,0,68
@Cadar49,2024-04-10T10:39:44Z,@@beerkaaicadaaday2057 hhh waa dhici kartaa dhal xalaal ah sadaan kama suurtoowdo iyo xilka  uu hayey muhiimada nafta biniadamka iyo diinta maba la barin kuwaan,0,0,160
@Zackdhulmareenwiilhoog1,2024-04-09T18:00:58Z,Qof ka tirsan alshabaab oo wax dilay iska daaye qof xataa aaminsan fikirkooda hadii la arko hala dilo waa cawaan argagixiso weeye hala laayo cabtooyda,2,0,150
@xasankaafimaxamed1226,2024-04-09T18:00:40Z,"Subxaanaka yaa ilaahi, war waxaani askar dalka iyo dadka u adeegeeysa maaheeyne kuwo ka adeeganaya hadey wax kawayaanna qaarajinaya ayeey ahayeen
Rabbi idinsoo qabay waaba idinsoo qabtee",1,0,186
@saadhussein5466,2024-04-09T18:00:17Z,Soomaalia maxaa masiibo kajirto jeel dhan oo gang iyo cabtoon ah xagee lageynaa?,1,0,80
@barlinsabriye2029,2024-04-09T18:00:02Z,Kuwaan umada yaa lagu siidayn waa in la dilaa gadalkooda xataa yaa ladii dayn umad kale ay salafsanaayaan oo dilkii caadi ka dhigaayaan,0,0,135
@sadiyoabdullahi5076,2024-04-09T17:58:51Z,😢😢😢😢,2,0,4
@AishaAbdifarah,2024-04-09T17:56:40Z,Waxaan layaabanahay sababta looga reebay xukunka dilka ninka imaaratka jooga waa isku xukun dhamaantood waa dil,0,0,111
@mkaqyar8868,2024-04-09T17:56:03Z,Somalia wadan dad muslim ah kunol yahin an modified  kawaran,0,0,60
@ahmedsheikhamud5809,2024-04-09T17:55:05Z,"AFARTA CIIDANKA AH IYO KII DHIINDHIIN BA WAA LA WADA TOOGTA ,
HADI WAX LA DEYNAAYANA WAXAABA U DHOW DEYSMADA QOONE",1,2,114
@dahirmata4051,2024-04-09T18:43:48Z,Qoone waa baa ninka gacantisa ku dilaay,1,0,39
@somalinetflix3533,2024-04-10T22:35:44Z,Qoone waa dambiilaha ugu weyn waana ninka keliya ee u qalma in la sii daayo kkkk,0,0,80
@umaaisha9876,2024-04-09T17:54:17Z,"Subhanallah waarside Moqdisho loogu noolyahay ilahaayoow beelayadan dhiig cabayaasha,ah  meel uga kaxee dalka",10,0,109
@sayidmohamed3908,2024-04-09T17:53:57Z,Subhanallaah Subhanallaah Subhanallaah dad keeni iyo dalkeeni wa rajola aan hadiiba lacag darted Naf Logoynayo  Subhanallaah Subhanallaah Subhanallaah,5,0,150
@wardoonacademy,2024-04-09T17:53:33Z,"Kiiskaan cadaalad kuma dhamaan, Liban oo ah mastermind ama ninka shirqoolka oo dhan ka dambeeya dil Toogasho ah in lagu xakumo ayey aheyd. xabsi dhowr sano ah kaliya kuma fila",3,0,175
@abshirohussein8406,2024-04-09T17:52:50Z,Aakhiro kasowarama,2,0,18
@zahraabdalla4957,2024-04-09T17:51:40Z,My advice to Somali government stop hiring Moryaaaans to the police or the military,2,0,83
@AliFidu-lx8gi,2024-04-09T17:51:25Z,Tvga MOORIYAANTA MAA MOORIYAAN KALE WAX KA SHEEGA KARA. KK(KKKKKKK TUUGO BILAA DAMIIR AH KULIGIIN KKKKKKK.,0,0,106
@shakuur55,2024-04-09T17:49:53Z,Kuligood hala toogto kilaabta aragooda idhibaa,0,0,46
@AliFidu-lx8gi,2024-04-09T17:48:28Z,Moorriyaan ma daahirto kkkkk.,0,0,29
@zahraabdalla4957,2024-04-09T17:47:55Z,Most of the so called Somalia law enforcement are corrupted uneducated thieves  the only way  out of this miss is to fight tribalism at First and second build our education up,0,0,175
@samiiraxiirey4198,2024-04-09T17:44:58Z,SUBXAANALLAH   ILLAAHOW   DAALIMIINTA   NAARTA   KUFOGEE   YAAWADUUD AAMIIN YAARABI 🤲🤲🤲🤲🤲🤲🤲,3,0,91
@sadiyoabdullahi5076,2024-04-09T17:44:23Z,Wiilka kalena weey ku dari lahaayen ee tiisa galin Allah ayaa ka bad baadiyay😢😢,50,5,79
@user-in2pd8ym6d,2024-04-09T19:34:25Z,Haa wlhi😢😢,2,0,10
@omarismail1123,2024-04-09T23:06:23Z,Waaba ninka sababta u noqday arinta la ogaado hadi kale maba la ogadeen,8,0,71
@saassuus5561,2024-04-09T23:07:33Z,Kee sabab u'ah in arinta la'ogaado​@@omarismail1123,0,0,51
@sagalnuradin6295,2024-04-10T01:13:12Z,wiil yar Yar Alle ayaa ka badbaadiyey wuxuuna sabab u noqday In uu sheego halkii ugu dambaysay marxuumka iyo loo afduubay Xaqqa ma qarsoomo,5,0,139
@nasiixamacalim1473,2024-04-11T05:14:44Z,"Haa ilahey kabadbadiyey Wilka kale 
Insha Allah waxan rajeynaa Dambilayashan inqaabtoda  Maran 😡😡😡😡",0,0,99
@samiiraxiirey4198,2024-04-09T17:44:11Z,INAALILAAHI WAINAAILEYHI RAAJACUUN ALLE HOW NAXARIISTO MARXUUMKA SAMIR IYO IIMAAN SAADAQA ALLE HAYDINKA SIIYO DHAMANTIN AAMIIN YAARABI 🤲🤲🤲🤲🤲😭😭😭😭😭😭😭😭😭😭,11,1,150
@muscabmohamedmohamud7416,2024-04-10T01:10:13Z,"Waan ka xumahay waa cabtooy dhiigya cabiin ah.
Allow abuukar unaxariiso ehelkiisana samir iyo amaan cawil khayr qaba hawgu bedelo",0,0,129
@sadiyoabdullahi5076,2024-04-09T17:42:13Z,Dhamaantod waa inla toogta waayo Dilka iyo Shirqoolka waa isla ogaayen Marxuunka ilahay ha u naxariisto ehelki iyo Qaraabadi Sabar iyo imaan ilahay haka siiyo😭😭🤲🤲,30,4,162
@AM-jd2fq,2024-04-09T18:09:26Z,Amiin,2,0,5
@user-bq4xj3zc3w,2024-04-09T20:39:06Z,Waa macquul inanay la ogayn o lacag doon ahayen,1,0,47
@zhako77,2024-04-10T14:09:51Z,Dilku waxaa uu kasoo baxaa hal qof maskaxdii kaas ayaana fiican in lagu fuliyo dilka hadeysan inta kale la ogeyn😊,0,0,113
@zhako77,2024-04-10T14:10:00Z,Dilku waxaa uu kasoo baxaa hal qof maskaxdii kaas ayaana fiican in lagu fuliyo dilka hadeysan inta kale la ogeyn😊,0,0,113
@mohamaedali2927,2024-04-09T17:37:56Z,Dhibkas ayey leedahay marka qofka aqoontiisa an xil loogu dhiibin ee ina Ader meesha lagu keeno.,4,0,96
@elmih80,2024-04-09T17:37:17Z,Ragaan aad ha Loo baaro dad badan in ey dilaan ayaa laga yaabaa,16,1,63
@beerkaaicadaaday2057,2024-04-10T02:27:50Z,"Ayaad u diraysaa oo baaraya, waa wada mooryaan dhiigyo cabye ah.",1,0,64
@kamaaludiinka,2024-04-09T17:35:52Z,"Maafiyada halaga nadiifiyo xamar hawiyoow, magaalooyin ka yaryar ayaa ka nabad iyo nolol fiican, waxaasna macquul ma’ahan 
NINKA NIN DHALINYRO DHOOWR KUN DARTEED U DILAY CIDNA WAX U TARI MAA EE YAAN DAMBIILE LALA SAFAN, INSHAALLAH IN XUKUNKA MARAAN AYAAN RAJEYN 👌🏻👌🏻",3,0,266
@Hodanandhooyo,2024-04-09T17:34:28Z,Subxaanalah aaway kii so dirsaday ragaan oo ladhahaayey UAE uu joogah. Yaasa arintaan fashilay oo keentay in kiiskaan la furo,0,1,125
@khadarsaalim8903,2024-04-09T23:10:37Z,Nisa aya so qabatay,0,0,19
@asha4100,2024-04-09T17:34:18Z,Ax Marxuum Abuukar ALLAH ha ku  naraxiisto  mucjisada malagul modka    dilaayga asigo radinaayo   ayaa Marxuumka sowacdaay  sii u caawimad uweydiisto  lkn ma oga  maskiinka inu mowkiisa yahaay qof u wacanaayo   wiilka kale naa  waqtigiisa  wax  kadhina  ee madhaafi la heen,9,2,273
@sadiyoabdullahi5076,2024-04-09T17:50:18Z,Haa walaahi Wiilka yar wuu ku dari lahaa Taliyaha lkn goobta ma joojin waqtigiisa dhimanaa 😢😢,3,0,93
@Cadar49,2024-04-10T11:26:07Z,@@sadiyoabdullahi5076 waana sababta uu ilaahay u ka shifay in wiilka yar eey u daayeen wiilasha kale ee yar yar qoslaaye se ma rabin ilahaa ka shifaayay duliga mooriyaantaa,0,0,172
@fardusaali6618,2024-04-09T17:33:24Z,"Caasumada halaga raro xamar 
Baladwayne halageeyo 
Inta xamar caasumad tahay wadanka madagaayo.   
Aaway dhaqankii aaway wax xeerintii 
Aaway damiirkii iyo lixijecladii dadka iyo dalka 
Aaway diintii iyo ilaahay kacabsigii 
Aaway masuuliyasii looshiibtay",0,0,254
@Fatma_932,2024-04-09T17:32:56Z,Waxa ay dhibta somali uga bixi wayday waa dhiiga islamka oo daadanaya bila macne illahay ba ino caroonaya,1,0,105
@user-lx4nx2wp9d,2024-04-09T17:32:34Z,War dalan yararadan magaajeey ugalen dhibkan. Subxanalah mise diin la an baa heeso,0,0,82
@American_patriot110,2024-04-09T17:31:35Z,"War hawiyow walalayaal is daba qabta, dadkeeni bar waa is qarxinayaan, bar wa isku jihadayaan barna waa is iqtiyaalayaan, magaladeena iyo dhulkeenana maanu nabadeysan halka ummadaha kale ay nabad ku noolyihin. War hedhahaya dhaqaale xumo idin ma heyso ee dhulka u tashada iyo dadka.",1,0,282
@ahmedsheikhamud5809,2024-04-09T17:31:24Z,KHAMRIGA KEENAAYA INU MASKAXDU KA SHAQEYSIN WAAYO TALIYAHA,0,0,58
@fardusaali6618,2024-04-09T17:30:34Z,"Waxaan maqli jiray waxaas waawada qulub xaaraan
Wadankaan ilaaheey ayaa umaqan",0,0,78
@harunasayr3999,2024-04-09T17:30:29Z,Qualatiga 360p waa taleephone malagu tuubay.,0,0,44
@Miskiinow,2024-04-09T17:29:30Z,Guul qarankeena🇸🇴🇸🇴❤️‍🩹❤️‍🩹❤️‍🩹,3,0,31
@mohammadhussein4751,2024-04-09T17:26:31Z,subxanalaah😢,0,0,12
@poom5180,2024-04-09T17:26:29Z,Shabakooyin kale ayaa jira ee sifiican halooga nadiifiyo muqdisho,73,1,65
@beryalex1798,2024-04-10T18:10:11Z,haa laakin Taliyaha uma eka shirqoolkiisi koowaad,0,0,49
@Susu16316,2024-04-09T17:26:07Z,Konfur waa meel bahalo galeen noqotay wlahi 😮 bal imika ma arsenal ayaa la sifaayn mise kuwan kalee 😮 laxowla wa taliye saree wa dhaliyaro cafimaad iyo qurux kama maqnaa hadanaa khaatul iyo sakhrad ma kuso gabgabeyay noloshiisi? Wlahi walidka xamar jooga howl adag ayaa utaal ilmahaa iska dhal maaha ee jacaylka iyo masuuliyada baraa,0,0,333
@Abdullahi-oo6dr,2024-04-09T17:25:53Z,Qaraabanaa,0,0,10
@abdirizakali3506,2024-04-09T17:25:03Z,"Tarasmatare wa$ 37 ama wax lamid ah!! asagana waxu bixiyay $50 ,!! Marxumka allh ha unaxarosto cadow ayu aminay.",12,2,112
@user-ct3jh2iz2k,2024-04-10T02:37:48Z,waa runta marxuumka waqti ma heeyn 3 bari buu hastay wuu deg deg sanaa saan filaayo alh u naxariisto cadow buu u gacan galay,0,0,124
@Cadar49,2024-04-10T10:35:57Z,Maxaa waaye waxaas tarasmatare,0,0,30
@AbshirgggAbshir,2024-04-09T17:22:30Z,Taliye quslaaye eey dhaheyn walle kan caqli dheexaa ma laheyn  😢,8,0,64
@user-ii3iy1jr6x,2024-04-09T17:17:07Z,Illhy Cadaalad Badanaa,10,0,22
@yaqshidchannel927,2024-04-09T17:15:10Z,Subxannallah 😢😢,2,0,15
@user-bd7oj6ht3q,2024-04-09T17:14:19Z,nimankan halalaayo xaq umalaha inay noolaadaan,0,0,46
@moussanourmoussa5290,2024-04-09T17:13:22Z,XAMAR SAVE MAAHA WLHI MARBA HADI 1K  QOF LAGU KHARAJINAYO .  HADI LACGTA LA KORDHIYANA BULSHO DHAN AYABA LA HALAAGIYE ILAAHOW ADAA MAGAN GALYO KU WAYDIISANAY,0,0,157
@ahmedsheikhamud5809,2024-04-09T17:12:35Z,MAXAY DHEXDOODA ISUGU FURI WAYEEN MARKA XABADAHA .,0,0,50
@ahmedsheikhamud5809,2024-04-09T17:11:51Z,ALEYLEHE XAQAA KA FASAXAY MARKHAATIGA NOOL OGOW TALIYAHAN MABA AHAN IN LA SII DAAYO,5,0,83
@themog6556,2024-04-09T17:11:40Z,Hadii kuligooda latoogan waayo wallee sheekadan iyo midkadaran ee Xamar waligeed kujiri.,0,0,88
@nimcoomar7611,2024-04-09T17:10:04Z,asc ciid wanaagsan walee habergidir geesi ma aha ee alkuliste ha iga harto abgaal aa fiyaal weero ah kuli habergidir waa dad wada walan waxey xamar ugubwalaan yohiin oo meelkasta looga nacey waa waxaan duf ku baxa habergidir ilahey umada havidinka qabtobwaxeybumada idinku macdey waa waxaan   maxkamada ha naloo dhiiba  gobolka waxa qarxiyey injineer yariisow   inuu diley sadaq joon ma diide abgaalow indhaha kala qaada waa dad iska faraxsan  ilahey qqlbada idin jabi duf ku baxe  waa tuug dad 100bdolor dad u daya waavyabey abga muxuu xamar u dhisan la yahey maxaa ganacsiga ka xirxirey nacala idin dhaley,0,0,607
@ahmedsheikhamud5809,2024-04-09T17:09:35Z,"WAR BAL WAXAAS SHACABKI CANSHUURTODI LAGU BIXINAAYEY WAABA WADA KOOX ARXAN LAAWAYAAL WADA AHE TOLOW GEDIGOOD DILKA WAABA CADAHAYE INEY KA WADA QEYB QAATAANE EE MA HADI LA SII DAAYO MID KALIYA WELIGEED NSBAD LA HEL8 MAAYO.
LAAKIIN HADI LA WADA TOOGTANA WAXAY U BADAN TAHAY IN TUUGO DANBE LAGA WADA GUUL GAARO",0,0,307
@McM-iz7sd,2024-04-09T17:07:58Z,"Wlh askarta oodhan wa y u badanyihiin kuwo qamriga caba aan salaad xita tukan bal alshabab dadka lagu marin habaabiye hadey waxan arkaan maxey leeyihiin wakuwa murtafinti qamri ayee cabaan 

Alshabab taa bey qiil kasi dhiganayan war dowlad waxan dhihi lahaa askarta oodhan dabagl halagu sameyo",0,0,293
@user-mn7ep1hh6r,2024-04-09T17:03:19Z,Abuukar axmed kaabax wlhi waa amini waayey geeridiisi😢😢 lkn ilahey hakuu naxariisto boowe Aad baa unaxariis badneed wlhi😢😢😢,2,3,123
@user-zn9ck4wk5l,2024-04-09T17:10:30Z,Amiin amiin yaa raabi 🤲,2,0,23
@SidalilaareAlilaare,2024-04-09T17:58:09Z,Amiin,2,0,5
@dahraanaweys6184,2024-04-09T19:59:23Z,Inuu naxriis badnaa qof fiicana yahay waxad ka fahmi kartaa in dhib ee la gaarsiyey Alaha u naxriisto qalbigana Alaha idiin qaboojiyo,1,0,133
@ugaskawadanka2623,2024-04-09T17:01:56Z,"Wacyi galin ayay kijiraan saldhiga dhinaca kalana waxay maleegayeen dilka qof shacab ah.
Askartan iyo alshabab maxay kukala duwan yihiin?",0,0,137
@yaqshidchannel927,2024-04-09T17:01:46Z,Maxamed wax dambi ah maleh sida xaqiiqda ah,0,0,43
@sharmarkeahmed2864,2024-04-09T17:01:09Z,Kuwan dhaman waa in la toogtaa waxay kawa qayb qaadeen nin maskiin ah oo umada wax ugu filnaa kuwana waa moorayaan,2,0,114
@Jrmugabe-hq6bv,2024-04-09T16:58:37Z,Waa ruufyaan danbi gal lakiin amus sida sharmuto ha u hadlin,0,0,60
@user-tx9de8qe7x,2024-04-09T16:58:14Z,Alaa wax kaqarsanayn   ooidin sooqabtay,0,0,39
@CumarcabdiXanafi-yx8rp,2024-04-09T16:57:15Z,Allow xamar ugargaar dad musiibaa qabaa kusoo batay😢,1,2,52
@nasrocabdiraxmaan4960,2024-04-09T20:47:29Z,Xamar qabil kasto ba isugu yimid wana tuugo qarba gobalada ka yimid,1,0,67
@boosteeyorooble5287,2024-04-10T02:47:57Z,"Aamiin,..Mooryaan habaaran baa ku habsatay 😢",0,0,44
@LonwaboMgweba-io9ql,2024-04-09T16:56:20Z,Sorry My borete,0,0,15
@FatmaNuuro23,2024-04-09T16:56:11Z,"Dowlada sidey kiiskan baritan ugu sameyen may dilalka xamar ka wada dhaca may ugu sameeyan , wayo marxuumkas ma aha qofkii ugu horeyay ee xamar laagu dilo kumanan ayaa la diley waliba dulmi. 
Koley ilahay xisabtiisa waa taala aakhiro .",0,3,235
@ninmacaan5997,2024-04-09T17:11:07Z,waa social media uu lagu baahiyay iyo marxuumka qabiilkiisa . waad saxan thy maalin walbo aa bajaajley la dilaa cadaaladna ma helaan 😢😢,0,0,135
@boosteeyorooble5287,2024-04-10T02:38:19Z,"Kiiska wuu ka duwan yahay kiisaska kale, waayo ninkii taliyaha ahaa oo  mas'uuliyada dadka amaankooda loogu dhiibay baa dad qalato noqday Xamar-na intay mooryaantaa qaxa ku timid joogaan weligeed degimayso !!!",0,0,209
@FatmaNuuro23,2024-04-10T08:57:53Z,"@@boosteeyorooble5287 imisa xil dowladed heysa ayaa dad si xaqdaro ah ku dileen, kuwo hada jogo iyo kuwa kaleba oo cidna wax ka qabatay Aysan jirin oo xtaa la ogyahay oo hebel la dhihi Karo, marxuunkan sax waye xaq ayuu u lahaa in kiiskisa la baaro oo cadalad uu helo, lkin waxad ogataa xamar dad badan oo masakin ah in lagu dulmiyey oo lagu laayey ilaa hadana Aysan cadalad helin.",0,0,381
@LonwaboMgweba-io9ql,2024-04-09T16:56:06Z,Sorry My borete,0,0,15
@LonwaboMgweba-io9ql,2024-04-09T16:55:54Z,Masha Allah,0,3,11
@alicabdirahman6848,2024-04-10T01:48:24Z,Mxaa man sha alllh ah nafbaaba baxdee,0,0,37
@alicabdirahman6848,2024-04-10T01:48:24Z,Mxaa man sha alllh ah nafbaaba baxdee,0,0,37
@alicabdirahman6848,2024-04-10T01:48:33Z,Mxaa man sha alllh ah nafbaaba baxdee,0,0,37
@ugaskawadanka2623,2024-04-09T16:55:44Z,"Ragan waxay dhasheen dagaaladii kadib mayaqaanaan xaaraan iyo dhiig muslim iyo nabad midna
Waxay u baahanyihiin wacyigalin",1,1,122
@ayanabdirahman9654,2024-04-09T21:05:09Z,qoslaaye iyo hassan maa dhashay dagaladii kadib waa odyaal,1,0,58
@cabiir9011,2024-04-09T16:54:39Z,Koley iska sii cibadesta waa la idin dili doona😢,7,0,48
@Yahye-,2024-04-09T16:54:06Z,Alha u naxristo si xun ayey u dilem wlhi ciil😢,0,0,46
@heeganbuuxa-tx1te,2024-04-09T16:51:50Z,qoslaaye waa dulli wiilka yarkaa inuu dilo ayuu rabay xitaa ilaah ayaa kabad baadiyey,0,0,85
@user-xw2yp3hn4f,2024-04-09T16:50:37Z,Waa umad dhan oon mid mid dhaama lahay Belo indin heshay bal maxay ku dileen,1,0,76
@maxamedabdullahaadan6366,2024-04-09T16:50:12Z,waa masiibo tani,0,0,16
@nazdalaan,2024-04-09T16:47:40Z,"WAX NIDAAM AH XAMAR MA LEH, LACAG AYAA LOO BILAABAY SI UU DADKA U LAAYO. XAMAR CAASIMAD SOOMALI MA AHAAN KARTO.",1,4,111
@lagendarygamershire349,2024-04-09T18:00:46Z,Marka ma Tuulada  beeshaada degto ayaad Rabtaa in laga dhigo boowe 😂Waa caqliga Badhya Culusta waxaas 😂,1,0,103
@natukon1992,2024-04-09T18:14:36Z,Calal aqal meshaas amaan dadwald lagu dhisi karo ayaa ka jidha...😅😅​@@lagendarygamershire349,0,0,92
@shukri114mohammed2,2024-04-09T19:30:07Z,NIN WSLBA TUULADA UU DEGO AYAA U CAASIMAD AH!! XAMAR HAWIYE HAYDKU DHEX ERYADAAN!! DHAC IYO BOOB IYO DIL!!BISINKA!!,0,0,115
@lagendarygamershire349,2024-04-10T04:22:48Z,@@shukri114mohammed2Badhya Culus tuuladooda Caasimad ha unoqoto ayaga iyo sharanshuurtooda.,0,0,91
@mohamedarraalle6037,2024-04-09T16:47:07Z,Bisinka hala dilo taliyahan,0,0,27
@user-ev2mo3xw4c,2024-04-09T16:46:39Z,Somali 🇸🇴 waxaaa kuhabsatay masibo ilahayow naga dulqad dhibtan dadkayaga haysata oo natus somali is jecel,0,1,106
@maryamabdallah3904,2024-04-09T17:47:54Z,"subxaana laahi waa musiibo ku Habsaday soomaali weyn maalin kasto dhalintii waxtarka laheeyd baa saas loo toogan war qaadka jaadka itoobiyo iyo keynyo ka yi. aadio. oo daroogada lagu abuuray   xamar Dadka joogo ha gubeeyn iyagaa u talin karo shacabkaa xamar ha ku jihaadano jaad aba qaadka markaas wax dhiban ma dhicin laheey jooji qaadka 😭😭🇸🇴🇸🇴🇸🇴😭😭😭🇸🇴🇸🇴😭😭😭😭🇸🇴🇸🇴😭😭🇸🇴🇸🇴😭😭😭🇸🇴 Waa musiibo hooyo soomaali ku dhacday wiilkeedii mar a toogasho mar is qarxin marna badda laa, ilaaha ilahaahu 😭😭🇸🇴🇸🇴😭😭🇸🇴😭😭😭😭😭",0,0,500
@khadragelle7801,2024-04-09T16:46:22Z,Dadkii  ugu  mujrim sanaa  magaca  soomaliyeed  waxay  dagan  yihiin koonfur    1000  shilin  ayey qof ku dilaan   allah  duulku  lacag jecelaa   kabaha  markay  dadka  kala  baxi jireen  illayn  dhaqan .ayey  ahad  iyo .iimaan xumo  illahayoow  iimaanka  usug   meelkastana  muriyaan nimo  ayeey  la joogaan,0,1,308
@nasro7666,2024-04-09T20:31:03Z,Moryan ilhayvumada kaqabto,0,0,26
@MaxamedKhaliif-hh2jl,2024-04-09T16:46:00Z,Alle hanaco dhagar qaba yaasha hala toogto iida Bari hadii alle yidhaa qoysii abokor Samir iyo iimaan alle haka siiyo,2,0,117
@cabiir9011,2024-04-09T16:44:58Z,Tan waa aduunyo hadii la ogaan waayo xitaa aaqiro ilahey Intey ka galayan ilahow noo danbi dhaaf yaa allah yaa raxman yaa raxiim maskinkas kibirka lagu dilay unaxariiso😢😢,17,0,170
@mustafNune,2024-04-09T16:36:39Z,Dambiga kuwi galay hala togto maxa lo hesta,3,0,43
@CzhakurdahirCalihello,2024-04-09T16:36:36Z,OGADEN ❤❤,5,0,9
@atiquehalim5527,2024-04-09T16:35:15Z,Zoo🕋baba,2,0,8
@user-hy5jg6mu8d,2024-04-09T16:34:31Z,Asc,0,0,3
@heeganbuuxa-tx1te,2024-04-09T16:33:14Z,"kuligood waa cabtooy mid midkale dhaama malahan oo waxaa cadeyn ah nagadaaya dilka waa dhibaata mid dhahay malahan haladilo doqontaan umadaasna alaha badbaadiyo, dowladdana waxaa lagudboon dadka xunxun hakasaaraan ciidanka ugu dambeyn dalkeena alaha nabad nooga dhigo aamiin",36,4,274
@user-sn5yz7vg8v,2024-04-09T17:05:03Z,DOWLADU XAGEY JOOGTA CABTOOYDA,0,0,30
@boosteeyorooble5287,2024-04-10T01:46:57Z,Mooryaanta 1991kii soo gashay oon laga nadiifin Xamar <nabad  jirimayso !!!,0,0,75
